Date,Persian_Date,Close,USD_Close,XAU_Close,Coin_Close,Oil_Close,AED_Close,Silver_Close,Bourse_Close
2017-05-27,1396/03/06,1148900.0,37370.0,1267.05,12065500.0,52.15,10340.0,17.372,80713.2
2017-05-28,1396/03/07,1145560.0,37380.0,1267.05,12045500.0,52.29,10330.0,17.372,80607.9
2017-05-29,1396/03/08,1140480.0,37360.0,1266.97,11996000.0,51.84,10300.0,17.395,80511.5
2017-05-30,1396/03/09,1138510.0,37340.0,1263.1,11990000.0,50.31,10280.0,17.404,80513.3
2017-05-31,1396/03/10,1139323.0,37333.0,1268.59,12010700.0,50.63,10290.0,17.329,80513.3
2017-06-03,1396/03/13,1142790.0,37330.0,1279.98,12028500.0,49.95,10276.0,17.545,80288.9
2017-06-06,1396/03/16,1150750.0,37380.0,1294.0,12052500.0,48.06,10270.0,17.71,79758.5
2017-06-07,1396/03/17,1143590.0,37368.0,1286.91,12021880.0,47.86,10264.0,17.59,79758.5
2017-06-10,1396/03/20,1143940.0,37350.0,1266.4,12000000.0,48.15,10240.0,17.2,79870.7
2017-06-11,1396/03/21,1141170.0,37300.0,1266.4,11990000.0,48.29,10210.0,17.2,79564.1
2017-06-12,1396/03/22,1142090.0,37270.0,1265.74,12008000.0,48.72,10200.0,16.985,79426.9
2017-06-13,1396/03/23,1144860.0,37300.0,1265.85,12014500.0,47.0,10200.0,16.9,79465.7
2017-06-14,1396/03/24,1140133.0,37314.0,1261.1801,12100000.0,46.92,10200.0,16.91,79465.7
2017-06-17,1396/03/27,1145560.0,37500.0,1253.63,12195000.0,47.37,10250.0,16.62,78990.4
2017-06-18,1396/03/28,1140130.0,37500.0,1253.63,12118500.0,46.91,10300.0,16.62,78859.2
2017-06-19,1396/03/29,1138980.0,37450.0,1243.25,12119000.0,46.02,10280.0,16.495,78867.5
2017-06-20,1396/03/30,1139900.0,37420.0,1243.1899,12089500.0,44.82,10250.0,16.505,78736.2
2017-06-21,1396/03/31,1146778.0,37568.0,1246.55,12116600.0,45.22,10264.0,16.476,78736.2
2017-06-24,1396/04/03,1156290.0,37540.0,1256.9,12138000.0,45.54,10270.0,16.73,78665.5
2017-06-25,1396/04/04,1152250.0,37540.0,1256.9,12125500.0,45.83,10270.0,16.73,78665.5
2017-06-28,1396/04/07,1159991.0,37745.0,1249.3199,12163200.0,47.42,10339.0,16.805,78704.5
2017-07-01,1396/04/10,1159520.0,37840.0,1241.6,12185000.0,47.92,10330.0,16.61,78765.3
2017-07-02,1396/04/11,1148900.0,37790.0,1241.6,12142500.0,49.68,10290.0,16.61,78659.2
2017-07-03,1396/04/12,1146710.0,37800.0,1220.46,12119000.0,49.61,10290.0,16.135,78632.5
2017-07-04,1396/04/13,1145560.0,37880.0,1223.97,12122000.0,47.79,10310.0,16.095,78700.2
2017-07-05,1396/04/14,1139202.0,37888.0,1226.95,12104400.0,48.11,10320.0,16.09,78700.2
2017-07-08,1396/04/17,1137010.0,37860.0,1212.9,12107500.0,46.71,10340.0,15.62,78985.4
2017-07-09,1396/04/18,1135740.0,37880.0,1212.9,12108500.0,46.88,10320.0,15.62,79377.0
2017-07-10,1396/04/19,1134130.0,37930.0,1214.35,12106000.0,47.52,10350.0,15.655,79490.4
2017-07-11,1396/04/20,1137130.0,37900.0,1217.6899,12095500.0,47.74,10350.0,15.82,79509.6
2017-07-12,1396/04/21,1133901.0,37846.0,1220.0,12073940.0,48.42,10350.0,15.92,79509.6
2017-07-15,1396/04/24,1137010.0,37800.0,1228.98,12072000.0,48.91,10340.0,15.985,79620.8
2017-07-16,1396/04/25,1137820.0,37790.0,1228.98,12060500.0,48.42,10328.0,15.985,79692.9
2017-07-17,1396/04/26,1138510.0,37780.0,1234.4,12050000.0,48.84,10328.0,16.11,79735.7
2017-07-18,1396/04/27,1139090.0,37770.0,1242.46,12045000.0,49.7,10324.0,16.29,80162.5
2017-07-19,1396/04/28,1139780.0,37820.0,1240.87,12046500.0,49.3,10324.0,16.28,80162.5
2017-07-22,1396/04/31,1146480.0,37750.0,1254.9,12007500.0,48.06,10300.0,16.51,80863.0
2017-07-23,1396/05/01,1150750.0,37720.0,1254.9,11993000.0,48.6,10310.0,16.51,80933.9
2017-07-24,1396/05/02,1148560.0,37790.0,1255.24,12025500.0,50.2,10330.0,16.485,81181.7
2017-07-25,1396/05/03,1154790.0,38000.0,1249.05,12117500.0,50.97,10400.0,16.5,81509.3
2017-07-26,1396/05/04,1162451.0,38039.0,1261.1,12167200.0,51.49,10400.0,16.66,81509.3
2017-07-29,1396/05/07,1179380.0,38120.0,1269.25,12193000.0,52.52,10440.0,16.707,81491.4
2017-07-30,1396/05/08,1176030.0,38130.0,1269.25,12168500.0,52.65,10430.0,16.707,81533.5
2017-07-31,1396/05/09,1179610.0,38190.0,1269.55,12177500.0,51.78,10460.0,16.83,81415.9
2017-08-01,1396/05/10,1181340.0,38210.0,1269.05,12203500.0,52.36,10480.0,16.723,81265.9
2017-08-02,1396/05/11,1180788.0,38216.0,1266.7,12189410.0,52.01,10542.0,16.59,81265.9
2017-08-05,1396/05/14,1174070.0,38210.0,1258.6,12147500.0,52.42,10510.0,16.28,81384.1
2017-08-06,1396/05/15,1173030.0,38150.0,1258.6,12182500.0,52.37,10470.0,16.28,81285.7
2017-08-07,1396/05/16,1175220.0,38110.0,1257.6899,12204500.0,52.14,10450.0,16.274,81313.9
2017-08-08,1396/05/17,1178570.0,38110.0,1260.64,12199000.0,52.7,10440.0,16.459,81579.3
2017-08-09,1396/05/18,1181508.0,38134.0,1277.55,12223500.0,51.9,10438.0,16.943,81579.3
2017-08-12,1396/05/21,1191730.0,38120.0,1289.21,12226000.0,52.1,10440.0,17.109,81661.5
2017-08-13,1396/05/22,1182730.0,38130.0,1289.21,12177000.0,50.73,10420.0,17.109,81659.3
2017-08-14,1396/05/23,1178110.0,38170.0,1281.95,12130000.0,50.8,10430.0,17.064,81696.3
2017-08-15,1396/05/24,1178340.0,38200.0,1272.13,12122000.0,50.27,10430.0,16.636,81741.9
2017-08-16,1396/05/25,1184209.0,38230.0,1283.1,12110700.0,51.03,10430.0,17.123,81741.9
2017-08-19,1396/05/28,1185730.0,38280.0,1284.5,12073000.0,52.72,10450.0,16.98,82016.2
2017-08-20,1396/05/29,1186880.0,38300.0,1284.5,12141000.0,51.66,10450.0,16.98,82075.0
2017-08-21,1396/05/30,1186880.0,38300.0,1291.22,12107000.0,51.87,10450.0,17.015,82372.4
2017-08-22,1396/05/31,1191500.0,38330.0,1284.72,12106000.0,52.57,10460.0,17.0,82541.8
2017-08-23,1396/06/01,1202101.0,38485.0,1290.62,12160700.0,52.04,10494.0,17.065,82541.8
2017-08-26,1396/06/04,1212280.0,38590.0,1291.15,12208000.0,52.41,10590.0,17.066,82885.0
2017-08-27,1396/06/05,1218510.0,38580.0,1291.15,12256000.0,51.89,10580.0,17.066,83012.1
2017-08-28,1396/06/06,1223820.0,38630.0,1310.49,12266000.0,52.0,10600.0,17.452,83252.0
2017-08-29,1396/06/07,1225440.0,38720.0,1309.5,12228000.0,50.86,10620.0,17.387,83272.9
2017-08-30,1396/06/08,1238345.0,38803.0,1308.76,12358800.0,52.38,10622.0,17.424,83272.9
2017-09-02,1396/06/11,1264910.0,38900.0,1324.97,12749000.0,52.75,10660.0,17.733,83345.2
2017-09-03,1396/06/12,1256830.0,38790.0,1324.97,12559000.0,52.34,10660.0,17.733,83452.1
2017-09-04,1396/06/13,1254990.0,38820.0,1334.67,12579000.0,53.38,10660.0,17.915,83733.5
2017-09-05,1396/06/14,1255220.0,38940.0,1339.33,12660000.0,54.2,10680.0,17.895,83675.3
2017-09-06,1396/06/15,1264507.0,39009.0,1334.14,12731300.0,54.49,10740.0,17.873,83675.3
2017-09-10,1396/06/19,1255450.0,39000.0,1346.71,12572000.0,53.84,10710.0,17.973,83369.1
2017-09-11,1396/06/20,1255450.0,39140.0,1327.3199,12628000.0,54.27,10740.0,17.805,83469.2
2017-09-12,1396/06/21,1248980.0,39200.0,1331.9399,12594000.0,55.16,10780.0,17.93,83523.8
2017-09-13,1396/06/22,1240163.0,39060.0,1323.25,12531100.0,55.47,10770.0,17.768,83523.8
2017-09-16,1396/06/25,1231440.0,38980.0,1319.62,12443000.0,55.62,10740.0,17.59,83916.6
2017-09-17,1396/06/26,1219430.0,38970.0,1319.62,12412000.0,55.48,10720.0,17.59,84414.5
2017-09-18,1396/06/27,1212510.0,38920.0,1307.5699,12425000.0,55.14,10720.0,17.215,85343.9
2017-09-19,1396/06/28,1218510.0,38930.0,1311.28,12461000.0,56.29,10730.0,17.33,85831.8
2017-09-20,1396/06/29,1200472.0,38927.0,1301.15,12363700.0,56.43,10702.0,17.168,85831.8
2017-09-23,1396/07/01,1215970.0,38920.0,1297.38,12413000.0,56.86,10700.0,16.995,85588.8
2017-09-24,1396/07/02,1227510.0,39000.0,1297.38,12484000.0,59.02,10740.0,16.995,85516.9
2017-09-25,1396/07/03,1218740.0,39060.0,1310.55,12449000.0,58.44,10780.0,17.186,85628.8
2017-09-26,1396/07/04,1210890.0,39070.0,1293.89,12461000.0,57.9,10820.0,16.773,85819.0
2017-09-27,1396/07/05,1213114.0,39147.0,1281.12,12449500.0,57.41,10850.0,16.774,85819.0
2017-10-02,1396/07/10,1207430.0,39300.0,1271.12,12474000.0,56.0,10870.0,16.587,85355.0
2017-10-03,1396/07/11,1215970.0,39370.0,1271.75,12532000.0,55.8,10900.0,16.642,85429.5
2017-10-04,1396/07/12,1216770.0,39580.0,1274.6899,12840000.0,57.0,10920.0,16.628,85429.5
2017-10-07,1396/07/15,1240440.0,39780.0,1276.03,12970000.0,55.62,10980.0,16.823,84564.9
2017-10-08,1396/07/16,1255440.0,40410.0,1276.03,13125000.0,55.79,11190.0,16.823,84611.6
2017-10-09,1396/07/17,1246440.0,40240.0,1284.1,13060000.0,56.61,11230.0,16.96,84734.4
2017-10-10,1396/07/18,1241590.0,40160.0,1287.85,13072000.0,56.94,11210.0,17.117,84744.1
2017-10-11,1396/07/19,1244544.0,39973.0,1291.8,13120000.0,56.25,11180.0,17.17,84744.1
2017-10-14,1396/07/22,1244590.0,40070.0,1304.88,13136000.0,57.17,11140.0,17.4,85394.9
2017-10-15,1396/07/23,1241130.0,40080.0,1304.88,13140000.0,57.91,11160.0,17.4,85590.7
2017-10-16,1396/07/24,1232820.0,40190.0,1294.74,13089000.0,58.2,11200.0,17.23,85660.0
2017-10-17,1396/07/25,1231430.0,40210.0,1285.1899,13085000.0,58.2,11210.0,17.032,85768.0
2017-10-18,1396/07/26,1224472.0,40158.0,1281.17,13020300.0,57.26,11205.0,17.005,85768.0
2017-10-21,1396/07/29,1216890.0,40110.0,1280.72,12965000.0,57.9,11140.0,17.041,86480.2
2017-10-22,1396/07/30,1226350.0,40180.0,1280.72,13056000.0,57.35,11140.0,17.041,86346.2
2017-10-23,1396/08/01,1226120.0,40300.0,1282.0699,13110000.0,58.38,11120.0,17.09,86529.2
2017-10-24,1396/08/02,1226590.0,40280.0,1276.72,13080000.0,58.45,11150.0,16.968,86636.8
2017-10-25,1396/08/03,1235031.0,40538.0,1277.41,13121600.0,59.48,11140.0,16.956,86636.8
2017-10-28,1396/08/06,1241130.0,40690.0,1273.35,13190000.0,60.13,11190.0,16.858,87416.6
2017-10-29,1396/08/07,1239740.0,40550.0,1273.35,13144000.0,60.54,11190.0,16.858,87477.2
2017-10-30,1396/08/08,1235590.0,40520.0,1276.24,13133000.0,60.82,11170.0,16.855,87649.9
2017-10-31,1396/08/09,1241820.0,40580.0,1271.58,13180000.0,60.48,11170.0,16.71,87844.9
2017-11-01,1396/08/10,1238009.0,40540.0,1274.39,13189800.0,60.81,11157.0,17.145,87844.9
2017-11-04,1396/08/13,1243440.0,40660.0,1269.85,13302000.0,62.15,11160.0,16.849,87905.1
2017-11-05,1396/08/14,1248980.0,40720.0,1269.85,13430000.0,64.22,11180.0,16.849,87843.7
2017-11-06,1396/08/15,1242510.0,40700.0,1281.55,13393000.0,63.73,11200.0,17.229,87883.1
2017-11-07,1396/08/16,1251520.0,40746.0,1275.53,13497000.0,63.44,11200.0,16.955,87897.4
2017-11-08,1396/08/17,1254060.0,40746.0,1281.3,13582000.0,63.85,11200.0,17.035,87897.4
2017-11-11,1396/08/20,1259370.0,40990.0,1276.14,13730000.0,63.67,11220.0,16.901,87744.7
2017-11-12,1396/08/21,1260980.0,41360.0,1276.14,13880000.0,63.16,11320.0,16.901,87832.5
2017-11-13,1396/08/22,1260520.0,41220.0,1277.99,13895000.0,62.08,11360.0,17.046,87949.8
2017-11-14,1396/08/23,1254060.0,41010.0,1280.71,13883000.0,61.86,11340.0,17.035,88005.9
2017-11-15,1396/08/24,1262501.0,40900.0,1278.8,14027100.0,61.44,11361.0,16.994,88005.9
2017-11-18,1396/08/27,1265370.0,40948.0,1294.37,14155000.0,62.73,11362.0,17.308,88202.3
2017-11-20,1396/08/29,1265370.0,40930.0,1276.7,14441000.0,62.57,11290.0,16.93,88774.6
2017-11-21,1396/08/30,1269060.0,41210.0,1280.48,14175000.0,63.27,11310.0,16.965,89339.1
2017-11-22,1396/09/01,1270789.0,41255.0,1292.12,13657500.0,63.42,11330.0,17.152,89339.1
2017-11-25,1396/09/04,1278760.0,41180.0,1288.22,13570000.0,63.47,11340.0,17.005,90655.5
2017-11-26,1396/09/05,1284070.0,41180.0,1288.22,13605000.0,63.91,11340.0,17.005,90655.5
2017-11-28,1396/09/07,1294920.0,41360.0,1294.01,13764000.0,62.7,11410.0,16.85,91152.2
2017-11-29,1396/09/08,1299314.0,41544.0,1283.5699,13880500.0,62.59,11434.0,16.532,91152.2
2017-12-02,1396/09/11,1301390.0,41640.0,1280.26,13935000.0,63.62,11510.0,16.439,90951.8
2017-12-03,1396/09/12,1312240.0,41860.0,1280.26,14258000.0,62.4,11570.0,16.439,90936.6
2017-12-04,1396/09/13,1307620.0,41979.0,1276.23,14155000.0,62.89,11640.0,16.345,91092.2
2017-12-05,1396/09/14,1304620.0,41979.0,1266.55,14140000.0,61.15,11640.0,16.115,91092.2
2017-12-06,1396/09/15,1290755.0,42022.0,1263.9399,14150600.0,62.09,11617.0,15.969,91092.2
2017-12-09,1396/09/18,1285230.0,42070.0,1248.14,14087000.0,63.33,11650.0,15.841,91198.9
2017-12-10,1396/09/19,1284300.0,42110.0,1248.14,14127000.0,64.61,11650.0,15.841,91552.4
2017-12-11,1396/09/20,1278530.0,42200.0,1241.96,14104000.0,63.56,11680.0,15.714,92628.9
2017-12-12,1396/09/21,1277840.0,42190.0,1243.85,14120000.0,62.45,11670.0,15.726,93283.7
2017-12-13,1396/09/22,1282043.0,42103.0,1255.45,14051800.0,63.34,11649.0,16.066,93283.7
2017-12-16,1396/09/25,1279680.0,41830.0,1255.26,13847000.0,63.23,11610.0,16.055,95600.8
2017-12-17,1396/09/26,1281530.0,41810.0,1255.26,13927000.0,63.23,11610.0,16.055,95477.4
2017-12-18,1396/09/27,1285230.0,41970.0,1261.6899,13880000.0,63.72,11640.0,16.135,95590.6
2017-12-19,1396/09/28,1286840.0,41860.0,1261.72,13920000.0,64.53,11640.0,16.145,95508.6
2017-12-20,1396/09/29,1291153.0,41929.0,1265.62,13943900.0,64.69,11625.0,16.177,95508.6
2017-12-23,1396/10/02,1296540.0,41940.0,1275.01,13960000.0,64.73,11590.0,16.37,97529.4
2017-12-24,1396/10/03,1298150.0,41790.0,1275.01,13969000.0,64.73,11570.0,16.37,98358.4
2017-12-25,1396/10/04,1302770.0,41890.0,1275.24,14043000.0,66.28,11550.0,16.38,98152.8
2017-12-26,1396/10/05,1310620.0,41890.0,1283.29,14113000.0,65.86,11580.0,16.54,97899.2
2017-12-27,1396/10/06,1336662.0,42299.0,1287.41,14377900.0,66.22,11645.0,16.688,97899.2
2017-12-30,1396/10/09,1347560.0,42880.0,1302.55,14500000.0,66.63,11790.0,16.949,95561.6
2017-12-31,1396/10/10,1369950.0,42880.0,1302.55,14890000.0,66.63,11790.0,16.949,96208.0
2018-01-01,1396/10/11,1383340.0,43390.0,1306.86,14907500.0,66.53,11830.0,17.014,96241.3
2018-01-02,1396/10/12,1400430.0,43740.0,1318.14,15030000.0,67.84,12060.0,17.188,95929.5
2018-01-03,1396/10/13,1363644.0,43283.0,1312.84,14658000.0,67.95,11866.0,17.131,95929.5
2018-01-06,1396/10/16,1372030.0,43530.0,1320.21,14700000.0,67.72,11890.0,17.228,96234.5
2018-01-07,1396/10/17,1372260.0,43950.0,1320.21,14683000.0,67.81,11940.0,17.228,96332.6
2018-01-08,1396/10/18,1369490.0,43660.0,1320.58,14700000.0,68.73,11950.0,17.143,96149.3
2018-01-09,1396/10/19,1384270.0,44010.0,1312.66,14945000.0,69.02,12020.0,16.97,96186.0
2018-01-10,1396/10/20,1388673.0,44116.0,1317.1899,14936500.0,69.2,12120.0,16.965,96186.0
2018-01-13,1396/10/23,1393270.0,44260.0,1338.4,14877000.0,69.8,12190.0,17.256,97228.7
2018-01-14,1396/10/24,1402500.0,44210.0,1338.4,14920000.0,70.17,12160.0,17.256,97944.0
2018-01-15,1396/10/25,1402040.0,44290.0,1340.16,14940000.0,69.34,12170.0,17.355,98596.9
2018-01-16,1396/10/26,1413820.0,44480.0,1338.61,15150000.0,69.33,12250.0,17.197,98923.6
2018-01-17,1396/10/27,1411775.0,44617.0,1327.73,15174400.0,69.32,12355.0,17.014,98923.6
2018-01-20,1396/10/30,1441750.0,45970.0,1331.8,15282000.0,68.75,12560.0,17.025,98221.1
2018-01-21,1396/11/01,1441520.0,45790.0,1331.8,15285000.0,69.11,12600.0,17.025,98628.4
2018-01-22,1396/11/02,1442680.0,45800.0,1334.11,15180000.0,70.09,12790.0,17.013,99224.8
2018-01-23,1396/11/03,1448450.0,45660.0,1341.39,15190000.0,70.7,12900.0,17.048,99522.2
2018-01-24,1396/11/04,1448038.0,45330.0,1358.15,15143000.0,70.27,12795.0,17.569,99522.2
2018-01-27,1396/11/07,1447290.0,45680.0,1350.14,14890000.0,70.15,12820.0,17.415,99414.6
2018-01-28,1396/11/08,1440600.0,45500.0,1350.14,14770000.0,69.17,12850.0,17.415,99046.1
2018-01-29,1396/11/09,1442680.0,45670.0,1340.35,14875000.0,68.39,12850.0,17.16,98557.9
2018-01-30,1396/11/10,1455140.0,46450.0,1338.55,15035000.0,68.96,12850.0,17.131,98133.5
2018-01-31,1396/11/11,1468933.0,46768.0,1345.1,15029600.0,69.79,13000.0,17.33,98133.5
2018-02-03,1396/11/14,1478690.0,47440.0,1332.98,15195000.0,68.6,13170.0,16.596,97808.2
2018-02-04,1396/11/15,1483310.0,46760.0,1332.98,15225000.0,67.45,13270.0,16.596,98033.5
2018-02-05,1396/11/16,1480310.0,46900.0,1339.6,15225000.0,66.94,13250.0,16.742,97927.5
2018-02-06,1396/11/17,1474770.0,45450.0,1325.02,15205000.0,65.56,13350.0,16.642,98319.5
2018-02-07,1396/11/18,1484588.0,46900.0,1318.49,15334000.0,64.38,13395.0,16.376,98319.5
2018-02-10,1396/11/21,1490460.0,47270.0,1316.6899,15440000.0,62.62,13420.0,16.356,97782.7
2018-02-12,1396/11/23,1519780.0,48770.0,1322.88,15905000.0,62.78,13700.0,16.549,98103.4
2018-02-13,1396/11/24,1496470.0,48170.0,1329.55,15775000.0,64.46,13680.0,16.57,98347.9
2018-02-14,1396/11/25,1472800.0,47180.0,1350.76,15175000.0,64.54,13600.0,16.873,98347.9
2018-02-17,1396/11/28,1456070.0,46090.0,1347.86,15017500.0,64.88,13270.0,16.672,98300.7
2018-02-18,1396/11/29,1432348.0,45750.0,1347.86,14763170.0,64.88,13045.0,16.672,98148.5
2018-02-21,1396/12/02,1438750.0,44911.0,1324.26,14799000.0,66.23,13000.0,16.494,98157.3
2018-02-22,1396/12/03,1438290.0,44911.0,1331.51,14788000.0,67.33,13000.0,16.616,98157.3
2018-02-24,1396/12/05,1465300.0,44760.0,1328.9399,15200000.0,67.04,13170.0,16.541,98080.3
2018-02-25,1396/12/06,1494160.0,44780.0,1328.9399,15370000.0,67.31,13300.0,16.541,98098.5
2018-02-26,1396/12/07,1469460.0,44720.0,1333.16,15416000.0,66.42,13470.0,16.662,98100.8
2018-02-27,1396/12/08,1474070.0,44710.0,1318.2,15550000.0,64.56,13390.0,16.423,97961.8
2018-02-28,1396/12/09,1473850.0,44700.0,1318.05,15503000.0,64.23,13390.0,16.409,97961.8
2018-03-01,1396/12/10,1486080.0,44690.0,1316.55,15535000.0,64.44,13390.0,16.47,97961.8
2018-03-03,1396/12/12,1490230.0,47700.0,1322.2,15910000.0,64.55,13420.0,16.51,97354.3
2018-03-04,1396/12/13,1485390.0,47690.0,1322.2,15917000.0,65.59,13450.0,16.51,97182.7
2018-03-05,1396/12/14,1498310.0,47750.0,1320.01,15888000.0,65.69,13470.0,16.434,96991.0
2018-03-06,1396/12/15,1496930.0,47880.0,1334.46,15861000.0,64.45,13570.0,16.755,96860.3
2018-03-07,1396/12/16,1498550.0,47860.0,1325.54,15831000.0,63.84,13380.0,16.5,96860.3
2018-03-08,1396/12/17,1500620.0,47890.0,1322.35,15837000.0,65.58,13380.0,16.497,96860.3
2018-03-10,1396/12/19,1509400.0,48030.0,1323.7,15820000.0,65.61,13400.0,16.599,96028.5
2018-03-11,1396/12/20,1519550.0,48260.0,1323.7,16000000.0,64.97,13450.0,16.599,96194.5
2018-03-12,1396/12/21,1533640.0,48160.0,1323.05,16144000.0,64.58,13620.0,16.535,96314.2
2018-03-13,1396/12/22,1530640.0,48510.0,1326.39,16402000.0,64.81,13566.0,16.585,95525.9
2018-03-14,1396/12/23,1519780.0,48490.0,1325.0,16240000.0,65.11,13569.0,16.539,95525.9
2018-03-15,1396/12/24,1518630.0,48650.0,1316.26,16240000.0,66.08,13569.0,16.395,95525.9
2018-03-17,1396/12/26,1522790.0,48190.0,1314.0,16060000.0,66.13,13510.0,16.346,95819.6
2018-03-18,1396/12/27,1533640.0,48570.0,1314.0,16166000.0,66.11,13520.0,16.346,96290.0
2018-03-19,1396/12/28,1533410.0,48990.0,1316.9399,16143000.0,67.36,13520.0,16.335,96290.0
2018-03-25,1397/01/05,1620670.0,51030.0,1347.22,17100000.0,69.53,13830.0,16.566,96489.7
2018-03-26,1397/01/06,1595740.0,50490.0,1353.46,17125000.0,69.0,13870.0,16.701,96596.7
2018-03-27,1397/01/07,1574270.0,50460.0,1344.71,17050000.0,68.91,13890.0,16.531,96938.9
2018-03-28,1397/01/08,1588580.0,50450.0,1324.99,17275000.0,69.28,13800.0,16.31,96938.9
2018-03-29,1397/01/09,1591810.0,51020.0,1325.0,17275000.0,69.44,13800.0,16.365,96938.9
2018-04-03,1397/01/14,1601970.0,50560.0,1332.83,17360000.0,68.06,13800.0,16.418,97150.6
2018-04-04,1397/01/15,1606360.0,50940.0,1333.35,17490000.0,68.44,13950.0,16.323,97150.6
2018-04-05,1397/01/16,1606820.0,50940.0,1326.55,17390000.0,68.56,13950.0,16.395,97150.6
2018-04-07,1397/01/18,1696860.0,56600.0,1333.2,19300000.0,67.04,15300.0,16.387,96341.3
2018-04-08,1397/01/19,1713020.0,58650.0,1333.2,19550000.0,68.56,16200.0,16.387,97120.8
2018-04-09,1397/01/20,1578660.0,58200.0,1336.24,17700000.0,71.32,15900.0,16.494,96748.0
2018-04-10,1397/01/21,1662460.0,55030.0,1340.05,17910000.0,71.89,14900.0,16.57,96287.1
2018-04-11,1397/01/22,1635220.0,46600.0,1353.29,17850000.0,72.14,15210.0,16.657,96287.1
2018-04-12,1397/01/23,1653920.0,46600.0,1335.48,17850000.0,72.36,15210.0,16.455,96287.1
2018-04-15,1397/01/26,1704940.0,52700.0,1345.46,18560000.0,71.53,15260.0,16.663,95506.3
2018-04-16,1397/01/27,1688320.0,52700.0,1345.91,17970000.0,71.56,15260.0,16.645,95522.7
2018-04-17,1397/01/28,1691320.0,44100.0,1347.29,18400000.0,73.61,14880.0,16.779,95523.9
2018-04-18,1397/01/29,1700780.0,48780.0,1349.3199,18290000.0,73.7,14980.0,17.196,95523.9
2018-04-19,1397/01/30,1698710.0,51929.0,1345.6,18290000.0,73.95,14880.0,17.253,95523.9
2018-04-21,1397/02/01,1694550.0,55870.0,1335.12,18200000.0,73.63,15220.0,17.14,94494.3
2018-04-22,1397/02/02,1692240.0,55290.0,1335.12,17700000.0,75.03,15220.0,17.14,94299.5
2018-04-23,1397/02/03,1713250.0,54500.0,1325.0,17600000.0,73.94,15010.0,16.555,94576.4
2018-04-24,1397/02/04,1712560.0,54230.0,1330.6801,17470000.0,73.87,15120.0,16.735,94796.1
2018-04-25,1397/02/05,1724560.0,56234.0,1323.33,17670000.0,74.73,15373.0,16.545,94796.1
2018-04-26,1397/02/06,1727100.0,56234.0,1317.28,17670000.0,74.42,15373.0,16.523,94796.1
2018-04-28,1397/02/08,1756880.0,58540.0,1322.8,18450000.0,73.79,15250.0,16.532,93805.6
2018-04-29,1397/02/09,1797290.0,57030.0,1322.8,18550000.0,74.59,15170.0,16.532,93586.9
2018-04-30,1397/02/10,1812060.0,59650.0,1315.36,19000000.0,73.3,16250.0,16.343,93612.1
2018-05-01,1397/02/11,1867700.0,59640.0,1303.97,19080000.0,73.31,16230.0,16.155,93612.1
2018-05-03,1397/02/13,1885010.0,61160.0,1312.09,19660000.0,74.89,16846.0,16.453,93612.1
2018-05-05,1397/02/15,1965820.0,63500.0,1315.05,20370000.0,74.96,17040.0,16.517,92849.9
2018-05-06,1397/02/16,1865850.0,59230.0,1315.05,18980000.0,75.12,16320.0,16.517,93165.9
2018-05-07,1397/02/17,1891940.0,63900.0,1314.3,20020000.0,75.68,17150.0,16.488,93605.9
2018-05-08,1397/02/18,1939500.0,65710.0,1314.47,20190000.0,77.19,17550.0,16.479,93691.2
2018-05-09,1397/02/19,1995140.0,66530.0,1312.78,21030000.0,77.46,18150.0,16.529,93691.2
2018-05-10,1397/02/20,2016380.0,66900.0,1321.39,21060000.0,77.03,18200.0,16.715,93691.2
2018-05-12,1397/02/22,1913870.0,64550.0,1318.22,19790000.0,76.99,17570.0,16.667,94165.8
2018-05-13,1397/02/23,1839300.0,63300.0,1318.22,19040000.0,78.4,17170.0,16.667,94703.5
2018-05-14,1397/02/24,1855500.0,64140.0,1312.8199,19050000.0,78.25,17420.0,16.53,94905.9
2018-05-15,1397/02/25,1853400.0,61520.0,1290.64,19380000.0,79.19,16790.0,16.274,94940.2
2018-05-16,1397/02/26,1864500.0,62740.0,1291.03,19750000.0,79.38,17100.0,16.388,94940.2
2018-05-17,1397/02/27,1851800.0,62640.0,1291.0,19760000.0,78.68,17070.0,16.441,94940.2
2018-05-19,1397/02/29,1830800.0,62010.0,1292.5,19560000.0,78.67,16820.0,16.455,95136.5
2018-05-20,1397/02/30,1893600.0,63330.0,1292.5,19960000.0,79.35,17090.0,16.455,95227.5
2018-05-21,1397/02/31,1872300.0,63870.0,1292.6801,20130000.0,79.37,17310.0,16.519,95229.9
2018-05-22,1397/03/01,1873500.0,63640.0,1291.3199,20070000.0,79.65,17210.0,16.554,95445.1
2018-05-23,1397/03/02,1905800.0,63440.0,1293.75,20360000.0,78.86,17130.0,16.445,95445.1
2018-05-24,1397/03/03,1898600.0,63670.0,1304.88,20220000.0,76.32,17210.0,16.663,95445.1
2018-05-26,1397/03/05,1910400.0,63630.0,1301.61,20450000.0,76.47,17200.0,16.508,95626.0
2018-05-27,1397/03/06,1930000.0,63530.0,1301.61,20775000.0,75.33,17170.0,16.508,95529.6
2018-05-28,1397/03/07,1980800.0,62920.0,1298.11,21450000.0,75.44,16920.0,16.476,95409.6
2018-05-29,1397/03/08,1969100.0,64380.0,1298.86,21495000.0,77.86,17450.0,16.423,95577.7
