Date,Persian_Date,Close,USD_Close,XAU_Close,Coin_Close,Oil_Close,AED_Close,Silver_Close,Bourse_Close
2013-11-09,1392/08/18,950000.0,30250.0,1288.2,9310000.0,105.12,8209.0,21.51,78151.3
2013-11-10,1392/08/19,950000.0,30150.0,1288.2,9260000.0,106.4,8233.0,21.51,78151.3
2013-11-11,1392/08/20,950000.0,30173.0,1283.28,9251000.0,105.81,8217.0,21.37,78151.3
2013-11-12,1392/08/21,950000.0,30173.0,1267.99,9251000.0,107.12,8217.0,20.72,78151.3
2013-11-16,1392/08/25,950000.0,30100.0,1290.05,9240000.0,108.5,8204.0,20.81,78151.3
2013-11-17,1392/08/26,940000.0,30030.0,1290.05,9160000.0,108.47,8200.0,20.81,78151.3
2013-11-18,1392/08/27,940000.0,30070.0,1274.35,9170000.0,106.92,8200.0,20.41,78151.3
2013-11-19,1392/08/28,930000.0,30050.0,1275.25,9110000.0,108.06,8170.0,20.37,78151.3
2013-11-20,1392/08/29,920000.0,30060.0,1243.2,8955000.0,110.08,8150.0,19.84,78151.3
2013-11-21,1392/08/30,920000.0,30060.0,1242.75,8955000.0,111.05,8150.0,19.97,78151.3
2013-11-23,1392/09/02,860000.0,29400.0,1243.6,8280000.0,111.05,8150.0,19.88,78151.3
2013-11-24,1392/09/03,860000.0,29150.0,1243.6,8430000.0,111.0,7950.0,19.88,78151.3
2013-11-25,1392/09/04,890000.0,29750.0,1252.6,8590000.0,110.88,8150.0,20.32,78151.3
2013-11-26,1392/09/05,890000.0,29900.0,1243.3,8680000.0,111.31,8150.0,19.88,78151.3
2013-11-27,1392/09/06,880000.0,29614.0,1237.4,8658000.0,110.86,8112.0,19.67,78151.3
2013-11-28,1392/09/07,880000.0,29614.0,1244.15,8658000.0,109.69,8112.0,19.73,78151.3
2013-11-30,1392/09/09,890000.0,29530.0,1253.49,8800000.0,109.69,8090.0,19.99,78151.3
2013-12-01,1392/09/10,890000.0,29530.0,1253.49,8670000.0,111.45,8080.0,19.99,78151.3
2013-12-02,1392/09/11,880000.0,29450.0,1220.05,8580000.0,112.62,8060.0,19.16,78151.3
2013-12-03,1392/09/12,880000.0,29550.0,1223.89,8640000.0,111.88,8050.0,19.15,78151.3
2013-12-04,1392/09/13,890000.0,29507.0,1243.66,8613000.0,110.98,8072.0,19.69,78151.3
2013-12-05,1392/09/14,890000.0,29507.0,1224.88,8613000.0,111.61,8072.0,19.38,78151.3
2013-12-07,1392/09/16,890000.0,29460.0,1228.85,8650000.0,111.61,8050.0,19.5,78151.3
2013-12-08,1392/09/17,890000.0,29420.0,1228.85,8660000.0,109.39,8040.0,19.5,78151.3
2013-12-09,1392/09/18,900000.0,29480.0,1240.9399,8800000.0,109.38,8030.0,19.87,78151.3
2013-12-10,1392/09/19,900000.0,29390.0,1260.72,8800000.0,109.7,8050.0,20.4,78151.3
2013-12-11,1392/09/20,890000.0,29476.0,1251.75,8798000.0,108.67,8047.0,20.3,78151.3
2013-12-14,1392/09/23,900000.0,29520.0,1238.3,8760000.0,108.83,8080.0,19.7,78151.3
2013-12-15,1392/09/24,890000.0,29470.0,1238.3,8740000.0,110.47,8060.0,19.7,78151.3
2013-12-16,1392/09/25,890000.0,29440.0,1240.5699,8705000.0,108.44,8042.0,19.98,78151.3
2013-12-17,1392/09/26,890000.0,29490.0,1230.1,8740000.0,109.63,8044.0,19.92,78151.3
2013-12-18,1392/09/27,880000.0,29450.0,1218.0699,8540000.0,110.29,8048.0,19.77,78151.3
2013-12-19,1392/09/28,880000.0,29450.0,1190.1,8540000.0,111.77,8048.0,19.26,78151.3
2013-12-21,1392/09/30,870000.0,29581.0,1203.25,8575000.0,111.77,8049.0,19.38,78151.3
2013-12-22,1392/10/01,880000.0,29581.0,1203.25,8555000.0,111.56,8049.0,19.38,78151.3
2013-12-24,1392/10/03,879000.0,29670.0,1204.35,8575000.0,111.9,8090.0,19.41,78151.3
2013-12-26,1392/10/05,880000.0,29969.0,1210.7,8670000.0,112.18,8188.0,19.77,78151.3
2013-12-28,1392/10/07,900000.0,30150.0,1213.1899,8825000.0,112.18,8230.0,20.08,78151.3
2013-12-29,1392/10/08,890000.0,30060.0,1213.1899,8725000.0,111.21,8238.0,20.08,78151.3
2013-12-30,1392/10/09,890000.0,30070.0,1196.4,8685000.0,110.8,8238.0,19.58,78151.3
2013-12-31,1392/10/10,899000.0,30070.0,1205.55,8685000.0,110.92,8238.0,19.46,78151.3
2014-01-04,1392/10/14,900000.0,29740.0,1236.55,8760000.0,106.89,8130.0,20.14,78151.3
2014-01-05,1392/10/15,900000.0,29800.0,1236.55,8790000.0,106.73,8130.0,20.14,78151.3
2014-01-06,1392/10/16,900000.0,29850.0,1238.05,8770000.0,107.35,8150.0,20.17,78151.3
2014-01-07,1392/10/17,900000.0,29900.0,1232.1,8750000.0,107.15,8140.0,19.88,78151.3
2014-01-08,1392/10/18,900000.0,29800.0,1226.1,8778000.0,106.39,8110.0,19.55,78151.3
2014-01-09,1392/10/19,900000.0,29800.0,1228.0,8778000.0,107.25,8110.0,19.59,78151.3
2014-01-11,1392/10/21,910000.0,29790.0,1247.1,8770000.0,107.25,8150.0,20.13,78151.3
2014-01-12,1392/10/22,890000.0,29560.0,1247.1,8730000.0,106.75,8090.0,20.13,78151.3
2014-01-13,1392/10/23,890000.0,29630.0,1253.4399,8710000.0,106.39,8110.0,20.4,78151.3
2014-01-14,1392/10/24,890000.0,29570.0,1245.1,8710000.0,107.13,8110.0,20.26,78151.3
2014-01-15,1392/10/25,890000.0,29469.0,1241.74,8675000.0,107.09,8068.0,20.19,78151.3
2014-01-16,1392/10/26,890000.0,29469.0,1242.55,8675000.0,106.48,8068.0,20.1,78151.3
2014-01-18,1392/10/28,890000.0,29360.0,1253.8199,8560000.0,106.48,7981.0,20.28,78151.3
2014-01-20,1392/10/30,878000.0,29340.0,1254.35,8590000.0,106.73,7980.0,20.31,78151.3
2014-01-21,1392/11/01,882000.0,29510.0,1241.49,8640000.0,108.27,8060.0,19.9,78151.3
2014-01-22,1392/11/02,882000.0,29440.0,1236.49,8774000.0,107.58,8066.0,19.78,78151.3
2014-01-23,1392/11/03,882000.0,29440.0,1264.35,8774000.0,107.88,8066.0,20.04,78151.3
2014-01-25,1392/11/05,889400.0,29450.0,1269.25,8763000.0,107.88,8060.0,19.91,78151.3
2014-01-26,1392/11/06,884700.0,29490.0,1269.25,8746000.0,106.69,8050.0,19.91,78151.3
2014-01-27,1392/11/07,884200.0,29480.0,1257.0699,8745000.0,107.41,8050.0,19.72,78151.3
2014-01-28,1392/11/08,887600.0,29420.0,1256.55,8755000.0,107.85,8050.0,19.59,78151.3
2014-01-29,1392/11/09,890200.0,29350.0,1268.4,8685000.0,107.95,8027.0,19.76,78151.3
2014-02-01,1392/11/12,892240.0,29460.0,1243.8,8735000.0,106.4,8030.0,19.15,78151.3
2014-02-02,1392/11/13,897550.0,29540.0,1243.8,8762000.0,106.04,8060.0,19.15,78151.3
2014-02-03,1392/11/14,895930.0,29470.0,1257.64,8753000.0,105.78,8060.0,19.35,78151.3
2014-02-04,1392/11/15,898470.0,29510.0,1255.0,8771000.0,106.25,8060.0,19.5,78151.3
2014-02-05,1392/11/16,898930.0,29590.0,1258.01,8790000.0,107.19,8070.0,19.88,78151.3
2014-02-06,1392/11/17,898930.0,29600.0,1257.64,8827000.0,109.57,8070.0,19.96,78151.3
2014-02-08,1392/11/19,902160.0,29460.0,1267.0601,8806000.0,109.57,8070.0,20.03,78151.3
2014-02-09,1392/11/20,907710.0,29510.0,1267.0601,8882000.0,108.63,8066.0,20.03,78151.3
2014-02-10,1392/11/21,918320.0,29500.0,1274.9,8968000.0,108.68,8066.0,20.08,78151.3
2014-02-12,1392/11/23,932870.0,29520.0,1291.25,9145000.0,108.73,8070.0,20.25,78151.3
2014-02-13,1392/11/24,932870.0,29530.0,1302.7,9273000.0,109.08,8070.0,20.5,78151.3
2014-02-15,1392/11/26,953410.0,29480.0,1318.9301,9315000.0,109.08,8090.0,21.48,78151.3
2014-02-16,1392/11/27,960340.0,29520.0,1318.9301,9490000.0,109.18,8080.0,21.48,78151.3
2014-02-17,1392/11/28,954800.0,29520.0,1329.1,9362000.0,110.46,8089.0,21.69,78151.3
2014-02-18,1392/11/29,955720.0,29520.0,1321.6,9340000.0,110.47,8085.0,21.93,78151.3
2014-02-19,1392/11/30,951110.0,29530.0,1311.8,9385000.0,110.3,8089.0,21.54,78151.3
2014-02-20,1392/12/01,951110.0,29500.0,1322.89,9420000.0,109.85,8089.0,21.82,78151.3
2014-02-22,1392/12/03,957800.0,29600.0,1323.39,9438000.0,109.85,8080.0,21.83,78151.3
2014-02-23,1392/12/04,975110.0,29840.0,1323.39,9680000.0,110.64,8160.0,21.83,78151.3
2014-02-24,1392/12/05,981580.0,29900.0,1337.0,9770000.0,109.51,8190.0,22.01,78151.3
2014-02-25,1392/12/06,969570.0,29880.0,1340.75,9645000.0,109.52,8180.0,21.84,78151.3
2014-02-26,1392/12/07,974880.0,30090.0,1330.75,9650000.0,108.96,8200.0,21.26,78151.3
2014-02-27,1392/12/08,974880.0,30100.0,1331.4399,9652000.0,109.07,8200.0,21.29,78151.3
2014-03-01,1392/12/10,983190.0,30590.0,1326.4,9776000.0,109.07,8300.0,21.23,78151.3
2014-03-02,1392/12/11,1012300.0,31070.0,1326.4,9970000.0,111.2,8500.0,21.23,78151.3
2014-03-03,1392/12/12,989890.0,30640.0,1350.9,9780000.0,109.3,8420.0,21.43,78151.3
2014-03-04,1392/12/13,993120.0,30520.0,1334.9,9800000.0,107.76,8370.0,21.19,78151.3
2014-03-05,1392/12/14,997740.0,30490.0,1337.39,9820000.0,108.1,8350.0,21.18,78151.3
2014-03-06,1392/12/15,997740.0,30460.0,1351.35,9762000.0,109.0,8350.0,21.46,78151.3
2014-03-08,1392/12/17,988500.0,30440.0,1340.25,9710000.0,109.0,8280.0,20.93,78151.3
2014-03-09,1392/12/18,993810.0,30710.0,1340.25,9770000.0,108.08,8350.0,20.93,78151.3
2014-03-10,1392/12/19,990350.0,30550.0,1339.15,9787000.0,108.55,8370.0,20.85,78151.3
2014-03-11,1392/12/20,993810.0,30370.0,1349.95,9775000.0,108.02,8300.0,20.87,78151.3
2014-03-12,1392/12/21,999580.0,30360.0,1367.08,9805000.0,107.39,8243.0,21.29,78151.3
2014-03-13,1392/12/22,999580.0,30440.0,1370.6,9850000.0,108.57,8243.0,21.18,78151.3
2014-03-15,1392/12/24,1000000.0,30200.0,1382.24,9820000.0,108.57,8201.0,21.49,78151.3
2014-03-16,1392/12/25,988500.0,29960.0,1382.24,9660000.0,106.24,8171.0,21.49,78151.3
2014-03-17,1392/12/26,976730.0,30000.0,1366.95,9535000.0,106.79,8211.0,21.18,78151.3
2014-03-18,1392/12/27,970730.0,30140.0,1356.25,9500000.0,105.85,8174.0,20.82,78151.3
2014-03-19,1392/12/28,976500.0,30170.0,1331.45,9530000.0,106.45,8174.0,20.6,78151.3
2014-03-25,1393/01/05,971880.0,30500.0,1311.05,9510000.0,107.03,8150.0,19.97,78151.3
2014-03-26,1393/01/06,969570.0,30580.0,1304.1,9520000.0,107.83,8150.0,19.73,78151.3
2014-03-27,1393/01/07,969570.0,30570.0,1291.14,9500000.0,108.07,8150.0,19.71,78151.3
2014-03-29,1393/01/09,965420.0,30490.0,1294.0,9440000.0,108.07,8150.0,19.82,78151.3
2014-03-30,1393/01/10,966800.0,30640.0,1294.0,9430000.0,107.76,8150.0,19.82,78151.3
2014-03-31,1393/01/11,964960.0,30630.0,1284.25,9410000.0,105.62,8150.0,19.76,78151.3
2014-04-05,1393/01/16,968880.0,30430.0,1302.7,9440000.0,106.72,8150.0,19.94,78151.3
2014-04-06,1393/01/17,970270.0,30580.0,1302.7,9460000.0,105.82,8150.0,19.94,78151.3
2014-04-07,1393/01/18,982500.0,30900.0,1296.65,9658000.0,107.67,8150.0,19.87,78151.3
2014-04-08,1393/01/19,982730.0,30800.0,1308.72,9640000.0,107.98,8150.0,20.04,78151.3
2014-04-09,1393/01/20,990350.0,30810.0,1311.9,9683000.0,107.46,8150.0,19.9,78151.3
2014-04-10,1393/01/21,990350.0,30790.0,1318.92,9675000.0,107.33,8150.0,20.05,78151.3
2014-04-12,1393/01/23,999580.0,31210.0,1318.47,9780000.0,107.33,8150.0,20.0,78151.3
2014-04-13,1393/01/24,1007700.0,31300.0,1318.47,9880000.0,109.07,8150.0,20.0,78151.3
2014-04-14,1393/01/25,1001900.0,31800.0,1326.4,9835000.0,108.74,8150.0,19.97,78151.3
2014-04-15,1393/01/26,1004200.0,31560.0,1302.65,9760000.0,109.6,8150.0,19.62,78151.3
2014-04-16,1393/01/27,1000700.0,31710.0,1302.8,9765000.0,109.53,8150.0,19.65,78151.3
2014-04-17,1393/01/28,1000700.0,31730.0,1294.85,9765000.0,109.53,8150.0,19.64,78151.3
2014-04-19,1393/01/30,1004200.0,32090.0,1293.78,9800000.0,109.53,8271.0,19.64,78151.3
2014-04-20,1393/01/31,1007700.0,32400.0,1293.78,9855000.0,109.95,9005.0,19.64,78151.3
2014-04-21,1393/02/01,1016900.0,33160.0,1290.15,10000000.0,109.27,8235.0,19.44,78151.3
2014-04-22,1393/02/02,1018710.0,32650.0,1283.5,9910000.0,109.11,8180.0,19.41,78151.3
2014-04-23,1393/02/03,1025750.0,32540.0,1283.9,9950000.0,110.33,8159.0,19.45,78151.3
2014-04-26,1393/02/06,1059100.0,33350.0,1303.45,10455000.0,109.58,8723.0,19.66,78151.3
2014-04-27,1393/02/07,1038800.0,32820.0,1303.45,10185000.0,108.12,8726.0,19.66,78151.3
2014-04-28,1393/02/08,1037440.0,32950.0,1296.1,10160000.0,108.98,8804.0,19.61,78151.3
2014-04-29,1393/02/09,1035370.0,32980.0,1296.48,10110000.0,108.07,8777.0,19.52,78164.3
2014-04-30,1393/02/10,1035370.0,33100.0,1291.9,10120000.0,107.76,8786.0,19.16,78164.3
2014-05-01,1393/02/11,1035370.0,33130.0,1284.1,10130000.0,108.59,8786.0,19.05,78164.3
2014-05-03,1393/02/13,1037680.0,32780.0,1300.3199,10130000.0,108.59,9050.0,19.51,77569.2
2014-05-04,1393/02/14,1043450.0,33140.0,1300.3199,10190000.0,107.72,9050.0,19.51,77763.8
2014-05-05,1393/02/15,1036520.0,33040.0,1309.85,10110000.0,107.06,9050.0,19.58,77717.3
2014-05-06,1393/02/16,1029130.0,32910.0,1307.65,10040000.0,108.13,9024.0,19.57,77752.4
2014-05-07,1393/02/17,1016210.0,32900.0,1289.55,9910000.0,108.04,9020.0,19.35,77752.4
2014-05-08,1393/02/18,1016210.0,32870.0,1289.6,9910000.0,107.89,9020.0,19.18,77752.4
2014-05-10,1393/02/20,993120.0,32360.0,1289.33,9690000.0,107.89,8970.0,19.15,77734.2
2014-05-11,1393/02/21,1005360.0,32490.0,1289.33,9810000.0,108.41,8907.0,19.15,77596.4
2014-05-12,1393/02/22,1005360.0,32480.0,1295.8,9810000.0,109.24,8907.0,19.55,77596.4
2014-05-14,1393/02/24,1007430.0,32450.0,1305.6,9860000.0,110.44,8980.0,19.77,77610.2
2014-05-15,1393/02/25,1007430.0,32930.0,1296.35,9860000.0,109.75,8980.0,19.51,77610.2
2014-05-17,1393/02/27,1008590.0,32760.0,1293.7,9845000.0,109.75,9020.0,19.31,76987.5
2014-05-18,1393/02/28,1012970.0,32820.0,1293.7,9930000.0,109.37,9020.0,19.31,76528.9
2014-05-19,1393/02/29,1006510.0,32940.0,1291.95,9885000.0,109.69,9020.0,19.37,76634.4
2014-05-20,1393/02/30,1008820.0,32900.0,1294.25,9880000.0,110.55,9004.0,19.41,76767.6
2014-05-21,1393/02/31,1009740.0,32870.0,1291.85,9890000.0,110.36,8997.0,19.43,76767.6
2014-05-23,1393/03/02,1006340.0,32830.0,1293.11,9890000.0,110.54,8997.0,19.45,76703.9
2014-05-25,1393/03/04,1002066.0,32830.0,1293.11,9870000.0,110.32,8974.0,19.45,76212.0
2014-05-28,1393/03/07,979198.0,32780.0,1258.5,9617000.0,109.97,8977.0,19.07,76067.8
2014-05-31,1393/03/10,979730.0,32810.0,1251.05,9580000.0,109.41,8970.0,18.73,74543.4
2014-06-01,1393/03/11,978810.0,32820.0,1251.05,9570000.0,108.83,8972.0,18.73,74735.9
2014-06-02,1393/03/12,974189.0,32800.0,1244.35,9545000.0,108.82,8968.0,18.76,75102.8
2014-06-07,1393/03/17,966110.0,32450.0,1252.73,9470000.0,108.61,8842.0,19.02,75353.5
2014-06-08,1393/03/18,963800.0,32320.0,1252.73,9445000.0,109.99,8847.0,19.02,75240.5
2014-06-09,1393/03/19,961490.0,32400.0,1252.08,9410000.0,109.52,8927.0,19.07,74836.7
2014-06-10,1393/03/20,972110.0,32400.0,1260.8,9518000.0,109.95,8839.0,19.17,74499.1
2014-06-11,1393/03/21,975452.0,32450.0,1260.74,9590000.0,113.02,8839.0,19.19,74499.1
2014-06-14,1393/03/24,978120.0,32120.0,1277.0,9610000.0,113.41,8820.0,19.67,72631.8
2014-06-15,1393/03/25,971880.0,31790.0,1277.0,9512000.0,112.94,8692.0,19.67,72748.8
2014-06-16,1393/03/26,968420.0,32040.0,1271.6,9480000.0,113.45,8692.0,19.65,72638.0
2014-06-17,1393/03/27,969110.0,31930.0,1271.5,9490000.0,114.26,8690.0,19.74,72873.1
2014-06-18,1393/03/28,995629.0,32110.0,1278.4,9639000.0,115.06,8740.0,19.91,72873.1
2014-06-21,1393/03/31,993810.0,31920.0,1314.8199,9730000.0,114.81,8690.0,20.9,72900.8
2014-06-22,1393/04/01,988040.0,31720.0,1314.8199,9673000.0,114.12,8640.0,20.9,72544.9
2014-06-23,1393/04/02,991970.0,31670.0,1318.1,9692000.0,114.46,8620.0,20.88,72344.4
2014-06-24,1393/04/03,988500.0,31670.0,1318.3,9673000.0,114.0,8620.0,20.92,72249.9
2014-06-25,1393/04/04,981442.0,31650.0,1319.5,9641000.0,113.21,8620.0,21.03,72249.9
2014-06-27,1393/04/06,978145.0,31690.0,1315.35,9578500.0,113.3,8630.0,21.06,72249.9
2014-06-28,1393/04/07,978005.0,31180.0,1315.35,9616100.0,113.3,8480.0,21.06,72249.9
2014-06-29,1393/04/08,984572.0,31140.0,1315.35,9583600.0,112.36,8470.0,21.06,72249.9
2014-06-30,1393/04/09,978228.0,31180.0,1327.5,9593900.0,112.29,8490.0,21.02,72162.2
2014-07-01,1393/04/10,984221.0,31330.0,1325.75,9620700.0,111.24,8540.0,21.06,72162.2
2014-07-02,1393/04/11,974737.0,31270.0,1327.45,9587200.0,111.0,8529.0,21.14,72162.2
2014-07-05,1393/04/14,969110.0,30950.0,1320.55,9523000.0,110.64,8440.0,21.17,71960.2
2014-07-06,1393/04/15,967960.0,31260.0,1320.55,9495000.0,110.24,8500.0,21.17,71916.6
2014-07-07,1393/04/16,973270.0,31180.0,1320.2,9570000.0,108.94,8500.0,21.07,73025.0
2014-07-08,1393/04/17,975350.0,31050.0,1318.95,9564000.0,108.28,8460.0,21.05,73416.4
2014-07-09,1393/04/18,984580.0,31020.0,1326.7,9645300.0,108.67,8474.0,21.1,73416.4
2014-07-12,1393/04/21,986660.0,31360.0,1338.15,9680000.0,106.66,8540.0,21.44,73226.2
2014-07-13,1393/04/22,974190.0,31230.0,1338.15,9590000.0,106.98,8500.0,21.44,73347.4
